EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,SatisfactionLevel
Unknown,28,Yes,Travel_Rarely,Unknown,2,4,Unknown,3,Male,3,1, Research Scientist ,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,1,1995,Yes,A
Unknown,36,No,Travel_Rarely,Unknown,13,3,Human Resources,3,Male,3,1, Human Resources ,2,Married,6477,25527,4,No,13,3,2,1,Unknown,2,3,5,0,4,1987,Yes,B
Unknown,53,No,Travel_Rarely,Unknown,7,2,Unknown,1,Female,2,3, Sales Executive ,4,Married,10934,20715,7,Yes,18,3,4,1,35,3,3,5,0,4,1970,No,A
Unknown,49,No,Travel_Rarely,Unknown,1,3,Technical Degree,3,Female,3,1, Research Scientist ,1,Unknown,3580,10554,2,No,16,3,2,1,7,2,3,4,0,2,1974,No,B
Unknown,22,Yes,Travel_Rarely,Unknown,3,1,Life Sciences,2,Female,3,2, Manufacturing Director ,3,Married,6477,10022,0,Yes,19,3,1,1,4,3,4,3,0,2,2001,Yes,A
Unknown,39,Yes,Travel_Rarely, Research & Development ,6,3,Medical,4,Male,3,1, Laboratory Technician ,1,Married,2404,4303,7,No,21,4,4,0,Unknown,2,1,2,2,2,1984,Yes,B
Unknown,36,No,Travel_Rarely, Research & Development ,7,4,Other,2,Male,3,1, Research Scientist ,4,Single,6477,23293,2,No,18,3,3,0,8,6,3,6,0,1,1987,Yes,A
Unknown,30,Yes,Travel_Rarely,Unknown,22,3,Unknown,1,Female,3,1, Research Scientist ,3,Married,6477,11539,4,No,11,3,2,0,Unknown,2,3,5,0,1,1993,Yes,A
Unknown,24,No,Travel_Rarely,Unknown,17,1,Medical,4,Female,2,2, Manufacturing Director ,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,3,2,1999,No,A
Unknown,41,No,Travel_Rarely,Unknown,7,2,Medical,4,Female,3,2, Manufacturing Director ,3,Unknown,6477,23371,6,No,14,3,2,0,8,6,3,2,2,1,1982,No,A
Unknown,38,No,Travel_Frequently,Unknown,3,4,Unknown,3,Male,3,1, Research Scientist ,3,Unknown,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,1985,No,A
Unknown,35,No,Travel_Rarely,Unknown,11,2,Marketing,4,Male,3,2, Sales Executive ,4,Divorced,6477,18500,1,No,11,3,4,1,5,3,3,5,0,2,1988,Yes,A
Unknown,56,No,Travel_Rarely,Unknown,4,4,Unknown,4,Female,3,5, Manager ,1,Divorced,6477,18575,4,No,13,3,4,1,28,2,3,5,4,2,1967,Yes,B
Unknown,20,No,Travel_Rarely,Unknown,3,3,Unknown,1,Male,2,1, Laboratory Technician ,3,Single,6477,12828,1,No,12,3,1,0,2,2,2,2,1,2,2003,Yes,A
Unknown,50,No,Travel_Frequently,Unknown,2,3,Unknown,4,Female,3,4, Manager ,1,Unknown,6477,9490,2,No,22,4,3,1,Unknown,3,3,2,2,2,1973,Yes,B
Unknown,35,No,Travel_Rarely,Unknown,8,2,Unknown,3,Female,2,3, Sales Executive ,4,Married,6477,13755,4,No,11,3,2,1,16,6,2,13,4,12,1988,No,A
Unknown,29,No,Travel_Rarely,Unknown,1,3,Life Sciences,1,Female,3,1, Research Scientist ,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,1,2,1994,Yes,A
Unknown,21,Yes,Travel_Frequently,Unknown,10,2,Unknown,1,Female,2,1, Laboratory Technician ,3,Unknown,6477,25308,1,No,20,4,3,0,2,2,1,2,2,2,2002,Yes,A
Unknown,34,No,Travel_Rarely,Unknown,2,3,Marketing,3,Female,3,2, Sales Executive ,1,Unknown,4538,6039,0,No,12,3,4,0,4,3,3,3,0,2,1989,Yes,B
Unknown,28,No,Travel_Frequently,Unknown,2,3,Life Sciences,4,Male,2,1, Laboratory Technician ,4,Married,3867,14222,1,No,12,3,2,1,Unknown,2,3,2,2,2,1995,No,A
Unknown,39,Yes,Travel_Rarely,Unknown,23,3,Medical,3,Male,3,1, Research Scientist ,1,Single,3904,22154,0,No,13,3,1,0,6,2,3,5,0,3,1984,No,B
Unknown,40,No,Non-Travel, Research & Development ,16,2,Unknown,3,Male,3,1, Research Scientist ,3,Divorced,6477,8532,9,No,16,3,2,1,6,0,3,4,0,0,1983,Yes,A
Unknown,51,No,Travel_Rarely,Unknown,11,2,Technical Degree,4,Female,2,4, Manufacturing Director ,2,Unknown,6477,24439,3,No,16,3,2,0,Unknown,1,2,5,0,3,1972,Yes,B
Unknown,38,No,Travel_Rarely,Unknown,7,3,Unknown,4,Male,4,1, Research Scientist ,3,Divorced,6477,15748,1,No,11,3,4,3,4,2,3,4,0,3,1985,Yes,A
Unknown,51,No,Travel_Rarely,Unknown,2,3,Unknown,2,Male,3,3, Sales Executive ,2,Unknown,10596,15395,2,No,11,3,2,0,14,5,3,4,3,2,1972,Yes,B
Unknown,25,No,Travel_Rarely,Unknown,18,1,Life Sciences,1,Male,4,2, Sales Executive ,3,Married,6477,12477,2,No,11,3,2,0,6,3,2,3,1,2,1998,No,A
Unknown,31,No,Travel_Rarely, Research & Development ,8,5,Life Sciences,1,Female,3,4, Research Director ,2,Unknown,16422,8847,3,No,11,3,3,0,Unknown,3,4,3,1,0,1992,Yes,B
Unknown,31,No,Travel_Rarely,Unknown,8,2,Unknown,4,Female,4,1, Human Resources ,2,Unknown,6477,24609,9,No,18,3,4,0,8,3,3,3,0,2,1992,Yes,B
Unknown,44,No,Travel_Frequently, Research & Development ,2,1,Unknown,2,Male,3,3, Manufacturing Director ,3,Single,6477,19719,5,No,18,3,2,0,16,2,2,2,2,2,1979,Yes,A
Unknown,55,No,Travel_Rarely,Unknown,4,4,Life Sciences,4,Male,3,2, Healthcare Representative ,3,Married,6477,16143,0,No,16,3,2,0,4,2,3,3,1,2,1968,Yes,A
Unknown,36,No,Travel_Rarely,Unknown,2,4,Life Sciences,3,Male,3,1, Sales Representative ,4,Unknown,6477,17001,3,Yes,21,4,4,0,7,3,2,3,1,2,1987,No,A
Unknown,22,No,Non-Travel,Unknown,26,2,Other,2,Female,2,1, Research Scientist ,3,Married,6477,10293,1,No,14,3,2,0,4,2,2,4,1,3,2001,Yes,A
Unknown,31,No,Travel_Frequently,Unknown,2,4,Unknown,4,Male,3,2, Sales Executive ,1,Single,6477,21602,7,No,13,3,4,0,Unknown,3,3,5,0,3,1992,No,B
Unknown,36,No,Travel_Rarely,Unknown,12,4,Life Sciences,3,Female,3,2, Manufacturing Director ,3,Married,6477,12421,9,Yes,12,3,2,2,7,2,3,3,1,1,1987,Yes,A
Unknown,47,No,Travel_Rarely,Unknown,26,4,Unknown,4,Female,3,5, Manager ,3,Married,6477,5220,3,No,11,3,3,1,27,2,3,5,1,0,1976,No,A
Unknown,39,No,Travel_Rarely,Unknown,4,3,Medical,1,Female,3,2, Manufacturing Director ,3,Unknown,6477,3140,0,No,13,3,4,0,Unknown,2,1,9,3,8,1984,Yes,A
Unknown,40,Yes,Travel_Rarely,Unknown,7,3,Unknown,1,Male,3,1, Laboratory Technician ,1,Unknown,2166,3339,3,Yes,14,3,2,0,10,3,1,4,0,3,1983,Yes,B
Unknown,29,No,Travel_Rarely,Unknown,10,3,Unknown,3,Male,2,2, Sales Executive ,3,Single,6477,23413,9,No,11,3,3,0,Unknown,2,3,5,1,4,1994,Yes,A
Unknown,47,No,Travel_Rarely,Unknown,2,4,Life Sciences,2,Female,4,4, Manager ,2,Unknown,15972,21086,6,No,14,3,3,3,29,2,3,3,1,2,1976,Yes,B
Unknown,20,No,Travel_Rarely,Unknown,9,1,Unknown,4,Male,3,1, Sales Representative ,1,Unknown,6477,21082,1,No,11,3,1,0,Unknown,3,3,2,0,2,2003,Yes,B
Unknown,26,No,Travel_Rarely,Unknown,17,4,Unknown,4,Male,1,1, Laboratory Technician ,3,Unknown,2305,6217,1,No,15,3,3,3,Unknown,3,4,3,0,2,1997,Yes,A
Unknown,32,No,Travel_Frequently,Unknown,10,3,Unknown,1,Male,3,1, Research Scientist ,3,Married,3433,17360,6,No,13,3,1,1,Unknown,3,2,5,1,3,1991,Yes,A
Unknown,24,No,Travel_Rarely,Unknown,29,1,Medical,2,Male,3,1, Laboratory Technician ,1,Unknown,3907,3622,1,No,13,3,2,3,6,2,4,6,1,2,1999,Yes,B
Unknown,30,Yes,Travel_Frequently,Unknown,42,3,Unknown,3,Female,2,1, Human Resources ,4,Divorced,6477,9732,6,No,11,3,3,1,Unknown,0,2,4,1,2,1993,No,A
Unknown,31,No,Travel_Rarely,Unknown,5,3,Unknown,1,Male,3,2, Sales Executive ,3,Unknown,6477,20943,1,No,19,3,3,1,6,3,3,5,0,2,1992,Yes,A
Unknown,29,Yes,Travel_Rarely,Unknown,9,3,Unknown,2,Female,1,1, Sales Representative ,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,1994,Yes,B
Unknown,53,No,Travel_Rarely,Unknown,31,4,Unknown,1,Female,2,4, Manufacturing Director ,3,Married,6477,22308,4,Yes,20,4,4,3,27,2,2,3,0,2,1970,Yes,A
Unknown,34,No,Travel_Rarely,Unknown,3,2,Unknown,4,Female,1,2, Sales Executive ,4,Unknown,6477,25353,5,No,12,3,1,0,Unknown,3,3,2,2,2,1989,Yes,A
Unknown,51,No,Travel_Rarely,Unknown,3,3,Unknown,1,Female,3,3, Manager ,3,Married,13116,22984,2,No,11,3,4,0,Unknown,2,3,2,2,2,1972,Yes,A
Unknown,32,Yes,Travel_Rarely, Sales ,2,4,Marketing,3,Male,2,2, Sales Executive ,2,Unknown,6477,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,1991,Yes,B
Unknown,39,No,Travel_Rarely,Unknown,19,4,Unknown,4,Male,3,2, Research Scientist ,4,Unknown,3902,5141,8,No,14,3,2,3,7,2,3,2,2,2,1984,Yes,A
Unknown,31,No,Travel_Rarely,Unknown,10,2,Unknown,3,Female,3,2, Sales Executive ,4,Divorced,6477,20115,2,Yes,11,3,4,1,Unknown,2,3,5,1,4,1992,No,A
Unknown,34,No,Travel_Rarely,Unknown,3,1,Unknown,4,Female,2,2, Sales Executive ,4,Married,8103,16495,3,Yes,12,3,3,0,9,3,2,4,0,1,1989,Yes,A
Unknown,31,No,Travel_Rarely,Unknown,4,3,Unknown,1,Female,4,1, Laboratory Technician ,3,Divorced,3978,16031,8,No,12,3,2,1,4,0,2,2,2,2,1992,No,A
Unknown,38,No,Travel_Rarely,Unknown,9,2,Unknown,2,Male,3,1, Research Scientist ,4,Divorced,6477,14293,2,No,19,3,4,2,Unknown,0,4,5,0,3,1985,No,A
Unknown,53,Yes,Travel_Rarely,Unknown,24,4,Life Sciences,1,Male,3,3, Sales Executive ,1,Unknown,10448,5843,6,Yes,13,3,2,0,15,2,2,2,2,2,1970,Yes,B
Unknown,32,No,Travel_Rarely,Unknown,36,4,Unknown,2,Male,2,1, Sales Representative ,2,Unknown,2269,18024,0,No,14,3,2,1,Unknown,2,3,2,2,2,1991,Yes,B
Unknown,21,No,Travel_Rarely, Sales ,5,1,Medical,3,Male,3,1, Sales Representative ,1,Single,6477,25479,1,No,11,3,4,0,Unknown,6,3,2,1,2,2002,Yes,B
Unknown,36,No,Travel_Rarely,Unknown,13,2,Life Sciences,3,Female,3,2, Manufacturing Director ,2,Unknown,6477,9192,7,No,13,3,2,3,18,3,3,4,0,2,1987,Yes,B
Unknown,35,No,Travel_Frequently,Unknown,18,4,Life Sciences,3,Male,3,2, Healthcare Representative ,3,Unknown,6477,24594,1,No,14,3,4,2,Unknown,2,4,10,0,2,1988,No,A
Unknown,32,No,Travel_Rarely,Unknown,7,3,Unknown,2,Male,4,1, Laboratory Technician ,2,Married,6477,26062,1,No,20,4,3,0,5,3,1,5,0,3,1991,Yes,B
Unknown,51,No,Travel_Rarely,Unknown,35,3,Medical,3,Male,1,2, Manufacturing Director ,2,Divorced,6477,16321,5,No,18,3,4,1,Unknown,3,3,4,1,2,1972,Yes,B
Unknown,43,No,Travel_Rarely,Unknown,14,2,Life Sciences,2,Male,3,4, Research Director ,1,Unknown,17159,5200,6,No,24,4,3,1,Unknown,3,3,4,1,0,1980,No,B
Unknown,27,No,Travel_Rarely,Unknown,4,3,Unknown,2,Female,3,1, Research Scientist ,3,Unknown,2318,17808,1,No,19,3,3,0,1,2,3,1,0,0,1996,Yes,A
Unknown,29,No,Travel_Frequently,Unknown,18,3,Technical Degree,3,Female,3,1, Sales Representative ,4,Unknown,6477,18203,1,No,15,3,2,1,3,5,3,3,0,2,1994,No,A
Unknown,34,No,Travel_Rarely,Unknown,46,4,Unknown,3,Male,4,2, Sales Executive ,4,Divorced,6477,12278,0,No,11,3,4,1,16,2,2,15,0,9,1989,Yes,A
Unknown,28,No,Travel_Frequently, Research & Development ,6,3,Life Sciences,3,Male,2,1, Research Scientist ,3,Divorced,6477,22088,1,Yes,14,3,4,1,Unknown,2,3,3,0,2,1995,No,A
Unknown,28,Yes,Travel_Rarely,Unknown,12,1,Unknown,3,Female,3,1, Laboratory Technician ,4,Married,6477,22955,1,No,11,3,4,0,Unknown,4,2,1,0,0,1995,Yes,A
Unknown,40,No,Travel_Rarely,Unknown,10,3,Unknown,2,Female,2,2, Sales Executive ,2,Divorced,6477,11591,7,No,12,3,2,1,7,2,4,5,1,3,1983,No,B
Unknown,19,Yes,Travel_Rarely,Unknown,10,3,Unknown,1,Female,2,1, Research Scientist ,2,Unknown,6477,6148,1,No,25,4,2,0,Unknown,2,4,1,0,0,2004,Yes,B
Unknown,40,No,Travel_Rarely,Unknown,2,3,Unknown,3,Male,3,1, Research Scientist ,3,Unknown,6477,8045,2,No,14,3,3,1,Unknown,3,4,3,1,2,1983,No,A
Unknown,32,No,Travel_Rarely,Unknown,15,4,Unknown,3,Female,3,2, Healthcare Representative ,4,Unknown,6667,16542,5,No,18,3,2,1,9,6,3,5,1,2,1991,Yes,A
Unknown,28,Yes,Travel_Rarely, Research & Development ,17,3,Unknown,3,Male,2,1, Laboratory Technician ,4,Unknown,6477,18779,5,No,12,3,1,1,Unknown,2,2,4,0,3,1995,Yes,A
Unknown,30,No,Travel_Rarely,Unknown,24,1,Life Sciences,4,Male,3,1, Laboratory Technician ,3,Divorced,6477,13335,1,No,22,4,2,1,1,2,3,1,0,0,1993,Yes,A
Unknown,22,No,Travel_Rarely,Unknown,16,2,Unknown,4,Male,4,1, Laboratory Technician ,4,Unknown,6477,7324,1,Yes,13,3,2,2,Unknown,2,2,1,0,0,2001,No,A
Unknown,24,Yes,Travel_Rarely,Unknown,1,3,Unknown,2,Male,3,1, Research Scientist ,4,Unknown,6477,3020,2,Yes,16,3,1,1,6,2,3,2,2,0,1999,No,A
Unknown,37,No,Travel_Rarely, Research & Development ,24,2,Life Sciences,2,Male,3,1, Research Scientist ,2,Married,3022,10227,4,No,21,4,1,0,8,1,3,1,0,0,1986,No,B
Unknown,35,No,Travel_Rarely,Unknown,46,1,Unknown,3,Male,4,1, Laboratory Technician ,4,Unknown,6477,4892,1,No,19,3,4,0,1,2,3,1,0,1,1988,Yes,A
Unknown,45,No,Travel_Rarely,Unknown,7,3,Life Sciences,2,Male,3,3, Research Scientist ,1,Unknown,9724,18787,2,No,17,3,3,1,Unknown,2,3,1,0,0,1978,Yes,B
Unknown,36,Yes,Travel_Rarely,Unknown,9,3,Medical,4,Male,2,1, Research Scientist ,3,Unknown,3388,21777,0,No,17,3,1,1,Unknown,0,2,1,0,0,1987,Yes,A
Unknown,45,No,Travel_Rarely, Research & Development ,6,4,Other,4,Male,3,3, Research Director ,1,Unknown,6477,15067,4,Yes,14,3,2,0,Unknown,3,4,0,0,0,1978,No,B
Unknown,32,No,Travel_Rarely,Unknown,1,1,Life Sciences,4,Male,3,1, Research Scientist ,1,Single,6477,15178,1,No,13,3,4,0,Unknown,2,3,1,0,0,1991,Yes,B
Unknown,34,No,Travel_Rarely,Unknown,24,4,Life Sciences,3,Female,2,2, Research Scientist ,2,Unknown,4505,15000,6,No,15,3,3,1,Unknown,3,3,1,0,0,1989,Yes,B
Unknown,19,Yes,Travel_Frequently,Unknown,1,1,Unknown,3,Female,1,1, Sales Representative ,1,Unknown,6477,20989,0,No,21,4,1,0,1,5,3,0,0,0,2004,Yes,B
Unknown,35,Yes,Travel_Rarely,Unknown,23,2,Unknown,2,Male,2,2, Manufacturing Director ,3,Unknown,6477,15497,3,Yes,13,3,1,0,8,1,3,1,0,1,1988,Yes,A
Unknown,41,No,Travel_Rarely, Sales ,6,3,Life Sciences,4,Female,3,3, Manager ,4,Single,13591,14674,3,Yes,18,3,3,0,Unknown,3,3,1,0,0,1982,No,A
Unknown,45,No,Travel_Rarely,Unknown,1,3,Unknown,3,Male,4,5, Manager ,4,Unknown,19202,15970,0,No,11,3,3,1,25,2,3,24,1,7,1978,No,A
Unknown,51,No,Travel_Rarely,Unknown,38,3,Unknown,3,Male,3,1, Research Scientist ,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,1972,Yes,A
Unknown,29,No,Travel_Rarely,Unknown,2,3,Medical,1,Male,2,2, Sales Executive ,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,1994,Yes,B
Unknown,38,No,Travel_Rarely,Unknown,7,2,Medical,1,Female,4,2, Sales Executive ,1,Unknown,5605,19191,1,Yes,24,4,3,1,8,3,3,8,7,7,1985,No,B
Unknown,18,Yes,Travel_Rarely, Research & Development ,3,3,Unknown,3,Male,3,1, Laboratory Technician ,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,2005,Yes,A
Unknown,18,No,Travel_Rarely,Unknown,10,3,Unknown,4,Female,2,1, Sales Representative ,3,Unknown,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,2005,No,A
Unknown,43,No,Travel_Rarely, Research & Development ,15,3,Unknown,3,Female,3,3, Healthcare Representative ,1,Married,9985,9262,8,No,16,3,1,1,Unknown,1,2,1,0,0,1980,Yes,B
Unknown,47,No,Travel_Frequently,Unknown,4,1,Medical,2,Male,3,2, Sales Representative ,3,Unknown,6477,25751,3,No,19,3,1,0,5,3,3,0,0,0,1976,No,A
Unknown,40,No,Travel_Rarely,Unknown,2,3,Unknown,2,Female,2,2, Laboratory Technician ,3,Married,3448,13436,6,No,22,4,2,1,Unknown,3,3,1,0,0,1983,Yes,A
Unknown,28,No,Travel_Rarely,Unknown,17,2,Unknown,3,Male,3,2, Laboratory Technician ,1,Unknown,4558,13535,1,No,12,3,4,1,10,2,3,10,1,8,1995,No,B
Unknown,47,No,Travel_Rarely,Unknown,2,2,Medical,1,Female,3,2, Manufacturing Director ,4,Unknown,5070,7389,5,No,13,3,3,3,20,2,3,5,0,4,1976,Yes,A
Unknown,54,No,Travel_Rarely,Unknown,8,4,Life Sciences,3,Female,3,2, Laboratory Technician ,3,Single,3780,23428,7,No,11,3,3,0,Unknown,3,3,1,0,0,1969,No,A
Unknown,31,Yes,Travel_Frequently,Unknown,42,3,Unknown,3,Male,3,3, Healthcare Representative ,3,Unknown,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,1992,Yes,A
Unknown,26,No,Travel_Rarely,Unknown,29,2,Unknown,1,Male,3,2, Sales Executive ,3,Unknown,6477,4267,5,No,12,3,1,2,8,5,3,0,0,0,1997,Yes,A
Unknown,38,No,Travel_Rarely,Unknown,10,3,Unknown,3,Female,3,2, Healthcare Representative ,3,Unknown,6477,22174,3,No,19,3,3,1,18,4,3,1,0,0,1985,Yes,A
Unknown,33,No,Travel_Rarely, Sales ,8,4,Marketing,3,Male,3,2, Sales Executive ,3,Divorced,6477,20431,0,No,12,3,4,0,6,3,3,5,1,2,1990,No,A
Unknown,30,No,Travel_Rarely,Unknown,3,3,Unknown,3,Female,3,1, Research Scientist ,3,Unknown,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,1993,No,A
Unknown,35,No,Travel_Rarely,Unknown,2,4,Unknown,4,Female,3,2, Healthcare Representative ,1,Divorced,6477,4761,2,No,11,3,1,1,16,2,4,1,0,0,1988,Yes,B
Unknown,27,No,Travel_Rarely,Unknown,3,3,Medical,4,Male,3,1, Research Scientist ,4,Married,6477,16571,1,No,11,3,3,3,0,6,2,0,0,0,1996,Yes,A
Unknown,37,No,Travel_Rarely,Unknown,16,4,Marketing,4,Male,2,2, Sales Executive ,3,Unknown,6477,24558,4,No,19,3,4,2,9,2,3,1,0,0,1986,Yes,A
Unknown,32,No,Travel_Rarely,Unknown,1,3,Life Sciences,4,Male,3,1, Laboratory Technician ,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,2,1991,Yes,A
Unknown,43,No,Travel_Rarely,Unknown,8,3,Unknown,1,Female,3,2, Manufacturing Director ,2,Divorced,6477,23814,4,No,21,4,3,1,4,2,4,1,0,0,1980,No,B
Unknown,20,Yes,Travel_Rarely, Research & Development ,4,3,Technical Degree,1,Male,3,1, Laboratory Technician ,1,Single,6477,13008,1,No,19,3,2,0,1,2,3,1,0,0,2003,No,B
Unknown,33,No,Travel_Rarely,Unknown,1,3,Unknown,2,Female,2,2, Healthcare Representative ,4,Unknown,6477,12291,0,No,14,3,1,0,6,3,3,5,1,4,1990,Yes,A
Unknown,58,Yes,Travel_Rarely,Unknown,2,3,Unknown,4,Male,3,1, Research Scientist ,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,1965,No,A
Unknown,20,Yes,Travel_Rarely,Unknown,16,3,Medical,4,Female,2,1, Research Scientist ,1,Unknown,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,2003,No,B
Unknown,50,No,Travel_Rarely, Research & Development ,9,3,Unknown,1,Male,3,1, Laboratory Technician ,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,1973,Yes,A
Unknown,38,No,Travel_Rarely,Unknown,3,4,Life Sciences,2,Male,3,2, Sales Executive ,4,Unknown,6477,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,1985,No,A
Unknown,42,No,Travel_Rarely,Unknown,29,3,Unknown,2,Male,1,2, Laboratory Technician ,4,Unknown,6477,9558,4,No,19,3,1,0,16,3,3,1,0,0,1981,No,A
Unknown,22,Yes,Travel_Rarely,Unknown,3,4,Life Sciences,3,Male,2,1, Research Scientist ,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,2001,Yes,A
Unknown,40,No,Travel_Frequently,Unknown,2,4,Unknown,2,Male,3,2, Sales Executive ,2,Unknown,6477,25440,5,No,12,3,4,3,Unknown,2,3,0,0,0,1983,No,B
Unknown,24,Yes,Travel_Rarely,Unknown,17,2,Life Sciences,4,Female,3,1, Laboratory Technician ,2,Unknown,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,1999,Yes,B
Unknown,34,No,Travel_Rarely,Unknown,20,3,Technical Degree,3,Female,4,1, Research Scientist ,3,Unknown,6477,21643,0,No,17,3,4,0,2,5,2,1,0,0,1989,Yes,A
Unknown,42,No,Travel_Rarely,Unknown,34,4,Medical,2,Female,4,2, Research Scientist ,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,1981,No,B
Unknown,51,No,Travel_Frequently,Unknown,6,2,Medical,2,Female,2,1, Laboratory Technician ,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,7,7,1972,No,A
Unknown,35,No,Travel_Rarely,Unknown,26,1,Life Sciences,4,Male,3,1, Sales Representative ,3,Unknown,2404,16192,1,No,13,3,1,1,1,3,3,1,0,0,1988,Yes,A
Unknown,24,No,Travel_Rarely,Unknown,13,2,Unknown,4,Female,3,1, Sales Representative ,2,Married,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,1999,Yes,B
Unknown,28,No,Travel_Rarely,Unknown,1,3,Life Sciences,1,Male,2,1, Research Scientist ,3,Unknown,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,1995,No,A
Unknown,35,Yes,Travel_Rarely,Unknown,14,3,Unknown,3,Female,3,1, Laboratory Technician ,1,Unknown,2074,26619,1,No,12,3,4,1,1,2,3,1,0,0,1988,Yes,B
Unknown,36,No,Travel_Rarely,Unknown,1,4,Life Sciences,2,Female,3,2, Sales Executive ,3,Single,6815,21447,6,No,13,3,1,0,Unknown,5,3,1,0,0,1987,Yes,A
Unknown,42,No,Travel_Rarely,Unknown,9,2,Unknown,4,Male,2,5, Manager ,4,Unknown,6477,26362,8,No,22,4,4,0,24,2,3,1,0,1,1981,No,A
Unknown,38,No,Travel_Rarely,Unknown,4,2,Unknown,4,Female,3,1, Laboratory Technician ,3,Unknown,3306,26176,7,No,19,3,4,1,7,5,3,0,0,0,1985,Yes,A
Unknown,32,Yes,Travel_Rarely,Unknown,2,4,Life Sciences,4,Male,3,1, Laboratory Technician ,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,1991,Yes,B
Unknown,30,No,Travel_Rarely,Unknown,21,1,Unknown,2,Male,3,1, Research Scientist ,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,8,1993,Yes,A
Unknown,32,Yes,Travel_Rarely, Sales ,1,2,Unknown,1,Male,1,2, Sales Executive ,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,1991,No,B
Unknown,29,No,Travel_Rarely,Unknown,4,3,Technical Degree,4,Female,2,1, Research Scientist ,1,Divorced,6477,10007,1,No,13,3,3,1,Unknown,2,3,1,0,0,1994,Yes,B
Unknown,43,Yes,Travel_Rarely,Unknown,17,3,Technical Degree,3,Male,2,1, Research Scientist ,3,Unknown,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,1980,No,A
Unknown,55,No,Travel_Rarely,Unknown,44,3,Unknown,3,Male,2,5, Research Director ,1,Married,6477,19805,8,No,12,3,2,3,34,2,3,1,0,0,1968,No,B
Unknown,21,Yes,Travel_Rarely,Unknown,7,1,Marketing,2,Male,3,1, Sales Representative ,2,Single,6477,4567,1,No,13,3,2,0,Unknown,3,3,1,1,0,2002,Yes,B
Unknown,37,No,Travel_Rarely,Unknown,8,2,Other,3,Male,3,2, Human Resources ,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,4,7,1986,Yes,B
Unknown,42,No,Travel_Rarely,Unknown,13,3,Unknown,2,Male,4,2, Healthcare Representative ,1,Married,6477,5696,5,No,18,3,3,2,10,2,2,0,0,0,1981,No,B
Unknown,29,No,Travel_Rarely,Unknown,29,1,Life Sciences,4,Male,1,2, Healthcare Representative ,3,Divorced,6477,21143,8,No,17,3,4,2,11,3,3,7,1,6,1994,No,A
Unknown,29,Yes,Travel_Rarely,Unknown,24,2,Unknown,4,Male,2,1, Research Scientist ,4,Unknown,2439,14753,1,Yes,24,3,2,0,1,3,2,1,1,0,1994,No,A
Unknown,22,Yes,Travel_Rarely, Research & Development ,7,1,Life Sciences,4,Male,3,1, Research Scientist ,2,Single,6477,26092,1,No,23,4,1,0,1,2,3,1,0,0,2001,Yes,B
Unknown,25,No,Travel_Rarely,Unknown,2,3,Unknown,3,Female,3,1, Human Resources ,2,Unknown,6477,19655,4,No,14,3,3,0,6,3,3,2,1,2,1998,No,B
Unknown,39,No,Non-Travel,Unknown,9,3,Unknown,4,Male,3,5, Manager ,4,Unknown,19431,15302,2,No,13,3,3,0,Unknown,3,2,6,1,3,1984,No,A
